,sex,income,region,age,question,answer
5940,Female,"$200,000 and up",Pacific,18 - 29,6,Very familiar
5941,Female,"$75,000 to $99,999",East North Central,60,6,Somewhat familiar
5942,Female,"$75,000 to $99,999",Middle Atlantic,60,6,Somewhat familiar
5943,Female,"$100,000 to $124,999",South Atlantic,30 - 44,6,Somewhat familiar
5944,Female,"$0 to $9,999",South Atlantic,18 - 29,6,Not at all familiar
5945,Female,"$25,000 to $49,999",Middle Atlantic,30 - 44,6,Somewhat familiar
5946,Female,"$50,000 to $74,999",East North Central,45 - 59,6,Very familiar
5947,Male,"$0 to $9,999",Pacific,18 - 29,6,Very familiar
5948,Male,"$100,000 to $124,999",Middle Atlantic,60,6,Extremely familiar
5949,Female,"$25,000 to $49,999",West South Central,45 - 59,6,Somewhat familiar
5950,Female,"$25,000 to $49,999",East North Central,18 - 29,6,Somewhat familiar
5951,Female,"$25,000 to $49,999",Pacific,30 - 44,6,Extremely familiar
5952,Female,Prefer not to answer,South Atlantic,45 - 59,6,Very familiar
5953,Male,"$50,000 to $74,999",New England,60,6,Somewhat familiar
5954,Female,"$10,000 to $24,999",Pacific,18 - 29,6,Somewhat familiar
5955,Male,"$100,000 to $124,999",Middle Atlantic,60,6,Not at all familiar
5956,Female,"$10,000 to $24,999",East South Central,45 - 59,6,Not at all familiar
5957,Male,"$50,000 to $74,999",West North Central,60,6,Somewhat familiar
5958,Female,"$25,000 to $49,999",Pacific,60,6,Very familiar
5959,Female,"$50,000 to $74,999",East South Central,60,6,Somewhat familiar
5960,Female,"$100,000 to $124,999",East North Central,30 - 44,6,Not so familiar
5961,Female,"$25,000 to $49,999",East North Central,30 - 44,6,Somewhat familiar
5962,Female,"$10,000 to $24,999",Middle Atlantic,60,6,Somewhat familiar
5963,Female,"$75,000 to $99,999",Pacific,60,6,Very familiar
5964,Female,"$75,000 to $99,999",East South Central,30 - 44,6,Extremely familiar
5965,Male,"$25,000 to $49,999",Pacific,45 - 59,6,Not so familiar
5966,Female,"$10,000 to $24,999",Mountain,45 - 59,6,Not at all familiar
5967,Male,Prefer not to answer,Middle Atlantic,45 - 59,6,Not so familiar
5968,Male,"$75,000 to $99,999",Mountain,45 - 59,6,Somewhat familiar
5969,Female,"$0 to $9,999",West North Central,45 - 59,6,Not at all familiar
5970,Female,"$175,000 to $199,999",Middle Atlantic,45 - 59,6,Somewhat familiar
5971,Female,Prefer not to answer,East North Central,45 - 59,6,Somewhat familiar
5972,Male,"$100,000 to $124,999",West North Central,30 - 44,6,Somewhat familiar
5973,Female,"$150,000 to $174,999",South Atlantic,60,6,Extremely familiar
5974,Male,"$100,000 to $124,999",New England,18 - 29,6,Very familiar
5975,Male,"$75,000 to $99,999",South Atlantic,45 - 59,6,Somewhat familiar
5976,Female,"$50,000 to $74,999",East North Central,30 - 44,6,Somewhat familiar
5977,Male,"$25,000 to $49,999",South Atlantic,45 - 59,6,Extremely familiar
5978,Female,"$50,000 to $74,999",West South Central,60,6,Somewhat familiar
5979,Male,"$50,000 to $74,999",New England,60,6,Somewhat familiar
5980,Male,"$50,000 to $74,999",East North Central,45 - 59,6,Very familiar
5981,Male,"$100,000 to $124,999",New England,45 - 59,6,Very familiar
5982,Female,"$25,000 to $49,999",East North Central,60,6,Extremely familiar
5983,Male,"$75,000 to $99,999",Middle Atlantic,60,6,Somewhat familiar
5984,Female,"$75,000 to $99,999",Pacific,30 - 44,6,Somewhat familiar
5985,Female,"$125,000 to $149,999",Mountain,30 - 44,6,Somewhat familiar
5986,Male,"$75,000 to $99,999",Middle Atlantic,45 - 59,6,Very familiar
5987,Female,"$50,000 to $74,999",West South Central,30 - 44,6,Somewhat familiar
5988,Male,"$10,000 to $24,999",South Atlantic,30 - 44,6,Not at all familiar
5989,Female,"$75,000 to $99,999",New England,18 - 29,6,Somewhat familiar
5990,Female,"$10,000 to $24,999",Middle Atlantic,45 - 59,6,Not so familiar
5991,Female,"$10,000 to $24,999",Pacific,45 - 59,6,Extremely familiar
5992,Male,"$150,000 to $174,999",West South Central,45 - 59,6,Extremely familiar
5993,Female,Prefer not to answer,Pacific,60,6,Not at all familiar
5994,Female,"$50,000 to $74,999",Mountain,45 - 59,6,Somewhat familiar
5995,Female,"$200,000 and up",South Atlantic,30 - 44,6,Not so familiar
5996,Male,"$75,000 to $99,999",South Atlantic,30 - 44,6,Somewhat familiar
5997,Male,"$50,000 to $74,999",Pacific,60,6,Very familiar
5998,Female,"$50,000 to $74,999",Pacific,45 - 59,6,Somewhat familiar
5999,Male,"$25,000 to $49,999",West North Central,30 - 44,6,Not at all familiar
6000,Male,"$75,000 to $99,999",East North Central,45 - 59,6,Somewhat familiar
6001,Female,"$125,000 to $149,999",South Atlantic,60,6,Somewhat familiar
6002,Female,"$200,000 and up",New England,30 - 44,6,Extremely familiar
6003,Female,"$100,000 to $124,999",West North Central,60,6,Somewhat familiar
6004,Female,"$75,000 to $99,999",Pacific,18 - 29,6,Very familiar
6005,Male,"$150,000 to $174,999",Mountain,60,6,Very familiar
6006,Male,"$75,000 to $99,999",West North Central,60,6,Extremely familiar
6007,Female,"$50,000 to $74,999",Middle Atlantic,45 - 59,6,Not so familiar
6008,Male,"$200,000 and up",Pacific,60,6,Somewhat familiar
6009,Male,"$50,000 to $74,999",West South Central,45 - 59,6,Very familiar
6010,Female,"$75,000 to $99,999",Pacific,45 - 59,6,Extremely familiar
6011,Male,"$100,000 to $124,999",Middle Atlantic,60,6,Somewhat familiar
6012,Female,"$50,000 to $74,999",Pacific,18 - 29,6,Very familiar
6013,Female,"$25,000 to $49,999",West North Central,45 - 59,6,Somewhat familiar
6014,Male,"$25,000 to $49,999",West North Central,60,6,Very familiar
6015,Female,"$50,000 to $74,999",Pacific,45 - 59,6,Somewhat familiar
6016,Female,"$0 to $9,999",Mountain,45 - 59,6,Not at all familiar
6017,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,6,Extremely familiar
6018,Female,"$75,000 to $99,999",Pacific,60,6,Extremely familiar
6019,Female,"$50,000 to $74,999",South Atlantic,60,6,Somewhat familiar
6020,Female,"$0 to $9,999",East North Central,30 - 44,6,Somewhat familiar
6021,Female,"$75,000 to $99,999",East South Central,45 - 59,6,Very familiar
6022,Female,"$25,000 to $49,999",Pacific,45 - 59,6,Very familiar
6023,Male,"$200,000 and up",Pacific,60,6,Extremely familiar
6024,Female,"$75,000 to $99,999",Pacific,30 - 44,6,Very familiar
6025,Female,"$75,000 to $99,999",New England,30 - 44,6,Very familiar
6026,Female,"$50,000 to $74,999",East North Central,30 - 44,6,Very familiar
6027,Male,"$25,000 to $49,999",Middle Atlantic,45 - 59,6,Very familiar
6028,Female,Prefer not to answer,South Atlantic,30 - 44,6,Somewhat familiar
6029,Female,"$50,000 to $74,999",Mountain,30 - 44,6,Somewhat familiar
6030,Male,"$100,000 to $124,999",Middle Atlantic,30 - 44,6,Extremely familiar
6031,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,6,Very familiar
6032,Male,"$50,000 to $74,999",Pacific,30 - 44,6,Extremely familiar
6033,Female,"$25,000 to $49,999",East North Central,30 - 44,6,Not so familiar
6034,Female,"$25,000 to $49,999",South Atlantic,60,6,Not at all familiar
6035,Male,"$75,000 to $99,999",Mountain,60,6,Somewhat familiar
6036,Female,"$10,000 to $24,999",South Atlantic,30 - 44,6,Very familiar
6037,Male,"$100,000 to $124,999",East North Central,45 - 59,6,Not at all familiar
6038,Male,"$200,000 and up",Middle Atlantic,45 - 59,6,Very familiar
6039,Female,"$25,000 to $49,999",Pacific,60,6,Somewhat familiar
6040,Female,"$25,000 to $49,999",East North Central,30 - 44,6,Not so familiar
6041,Female,"$75,000 to $99,999",Mountain,18 - 29,6,Somewhat familiar
6042,Female,"$25,000 to $49,999",East South Central,60,6,Not at all familiar
6043,Female,"$10,000 to $24,999",South Atlantic,60,6,Somewhat familiar
6044,Female,"$25,000 to $49,999",West South Central,30 - 44,6,Somewhat familiar
6045,Male,"$75,000 to $99,999",West South Central,60,6,Extremely familiar
6046,Female,"$10,000 to $24,999",West North Central,18 - 29,6,Somewhat familiar
6047,Female,"$10,000 to $24,999",South Atlantic,18 - 29,6,Not at all familiar
6048,Male,"$200,000 and up",Pacific,60,6,Extremely familiar
6049,Female,"$75,000 to $99,999",,45 - 59,6,Not so familiar
6050,Male,"$25,000 to $49,999",Pacific,45 - 59,6,Very familiar
6051,Female,"$0 to $9,999",East North Central,30 - 44,6,Not so familiar
6052,Female,"$50,000 to $74,999",South Atlantic,45 - 59,6,Extremely familiar
6053,Female,"$0 to $9,999",Pacific,30 - 44,6,Extremely familiar
6054,Female,"$0 to $9,999",East North Central,30 - 44,6,Somewhat familiar
6055,Female,"$10,000 to $24,999",New England,60,6,Extremely familiar
6056,Female,Prefer not to answer,Pacific,30 - 44,6,Extremely familiar
6057,,,,,6,
6058,Male,"$75,000 to $99,999",New England,45 - 59,6,Very familiar
6059,Female,"$25,000 to $49,999",East South Central,30 - 44,6,Very familiar
6060,Female,"$75,000 to $99,999",South Atlantic,30 - 44,6,Somewhat familiar
6061,Female,"$100,000 to $124,999",Middle Atlantic,45 - 59,6,Very familiar
6062,Male,"$0 to $9,999",Pacific,45 - 59,6,Not so familiar
6063,Female,"$25,000 to $49,999",East North Central,60,6,Very familiar
6064,Female,"$50,000 to $74,999",New England,30 - 44,6,Not at all familiar
6065,Female,"$50,000 to $74,999",Middle Atlantic,60,6,Somewhat familiar
6066,Female,"$75,000 to $99,999",South Atlantic,60,6,Extremely familiar
6067,Male,"$75,000 to $99,999",Mountain,60,6,Very familiar
6068,Male,"$50,000 to $74,999",Pacific,45 - 59,6,Somewhat familiar
6069,Female,"$10,000 to $24,999",East North Central,18 - 29,6,Not at all familiar
6070,Female,"$200,000 and up",West North Central,60,6,Somewhat familiar
6071,Male,"$75,000 to $99,999",East North Central,45 - 59,6,Very familiar
6072,Female,Prefer not to answer,New England,60,6,Somewhat familiar
6073,Male,Prefer not to answer,Pacific,60,6,Very familiar
6074,Female,"$50,000 to $74,999",Pacific,60,6,Extremely familiar
6075,Female,Prefer not to answer,Middle Atlantic,30 - 44,6,Somewhat familiar
6076,Female,"$50,000 to $74,999",East North Central,30 - 44,6,Somewhat familiar
6077,,,,,6,
6078,Male,Prefer not to answer,New England,18 - 29,7,Not so familiar
6079,Male,"$75,000 to $99,999",East North Central,18 - 29,7,Not at all familiar
6080,Male,"$10,000 to $24,999",Pacific,18 - 29,7,Somewhat familiar
6081,Male,"$25,000 to $49,999",West South Central,18 - 29,7,Not so familiar
6082,Male,"$200,000 and up",Middle Atlantic,18 - 29,7,Extremely familiar
6083,Male,"$25,000 to $49,999",East North Central,18 - 29,7,Not so familiar
6084,,,,,7,
6085,Male,Prefer not to answer,South Atlantic,18 - 29,7,Not at all familiar
6086,Male,Prefer not to answer,East North Central,18 - 29,7,Somewhat familiar
6087,Male,"$10,000 to $24,999",East North Central,18 - 29,7,Not so familiar
6088,Male,"$50,000 to $74,999",West North Central,18 - 29,7,Not so familiar
6089,Male,"$25,000 to $49,999",East South Central,18 - 29,7,Extremely familiar
6090,,,,,7,
6091,Male,"$0 to $9,999",Pacific,18 - 29,7,Not so familiar
6092,Male,"$100,000 to $124,999",New England,18 - 29,7,Somewhat familiar
6093,Male,"$50,000 to $74,999",East North Central,18 - 29,7,Somewhat familiar
6094,Male,"$25,000 to $49,999",East North Central,18 - 29,7,Somewhat familiar
6095,Male,"$75,000 to $99,999",East North Central,18 - 29,7,Somewhat familiar
6096,Male,"$25,000 to $49,999",Pacific,30 - 44,7,Somewhat familiar
6097,Male,"$10,000 to $24,999",Pacific,30 - 44,7,Not so familiar
6098,Male,"$50,000 to $74,999",Mountain,18 - 29,7,Somewhat familiar
6099,Male,"$75,000 to $99,999",South Atlantic,30 - 44,7,Very familiar
6100,Male,"$50,000 to $74,999",Middle Atlantic,18 - 29,7,Not at all familiar
6101,Male,"$75,000 to $99,999",Middle Atlantic,18 - 29,7,Very familiar
6102,Male,"$25,000 to $49,999",East North Central,30 - 44,7,Somewhat familiar
6103,Male,"$10,000 to $24,999",,18 - 29,7,Not so familiar
6104,Male,"$75,000 to $99,999",East North Central,30 - 44,7,Very familiar
6105,Male,"$75,000 to $99,999",Middle Atlantic,30 - 44,7,Not so familiar
6106,Male,"$25,000 to $49,999",East North Central,30 - 44,7,Somewhat familiar
6107,Male,"$25,000 to $49,999",South Atlantic,18 - 29,7,Not at all familiar
6108,Male,"$25,000 to $49,999",East North Central,18 - 29,7,Not so familiar
6109,Male,"$0 to $9,999",East North Central,18 - 29,7,Not at all familiar
6110,Male,"$25,000 to $49,999",,30 - 44,7,Somewhat familiar
6111,Male,"$10,000 to $24,999",,18 - 29,7,Somewhat familiar
6112,Male,"$100,000 to $124,999",East South Central,30 - 44,7,Somewhat familiar
6113,Male,"$10,000 to $24,999",Pacific,18 - 29,7,Extremely familiar
6114,Male,"$175,000 to $199,999",New England,18 - 29,7,Somewhat familiar
6115,Male,"$0 to $9,999",West North Central,18 - 29,7,Not so familiar
6116,Male,"$125,000 to $149,999",Pacific,18 - 29,7,Very familiar
6117,Male,"$75,000 to $99,999",East North Central,30 - 44,7,Extremely familiar
6118,Male,"$25,000 to $49,999",,30 - 44,7,Not at all familiar
6119,Male,"$100,000 to $124,999",Mountain,18 - 29,7,Not so familiar
6120,Male,"$50,000 to $74,999",Pacific,45 - 59,7,Very familiar
6121,Male,"$10,000 to $24,999",Pacific,45 - 59,7,Very familiar
6122,Male,"$50,000 to $74,999",Pacific,18 - 29,7,Not so familiar
6123,Male,"$0 to $9,999",Pacific,18 - 29,7,Not at all familiar
6124,Male,"$0 to $9,999",West South Central,18 - 29,7,Somewhat familiar
6125,Male,"$200,000 and up",Mountain,30 - 44,7,Extremely familiar
6126,Male,"$75,000 to $99,999",South Atlantic,18 - 29,7,Extremely familiar
6127,Male,"$150,000 to $174,999",Middle Atlantic,30 - 44,7,Very familiar
6128,Male,"$10,000 to $24,999",Middle Atlantic,45 - 59,7,Somewhat familiar
6129,Male,"$200,000 and up",Pacific,45 - 59,7,Somewhat familiar
6130,Male,"$10,000 to $24,999",West North Central,30 - 44,7,Very familiar
6131,Male,"$50,000 to $74,999",East South Central,45 - 59,7,Very familiar
6132,Male,"$0 to $9,999",East North Central,30 - 44,7,Not so familiar
6133,Male,"$75,000 to $99,999",East North Central,30 - 44,7,Somewhat familiar
6134,Male,Prefer not to answer,Pacific,45 - 59,7,Very familiar
6135,Male,Prefer not to answer,West North Central,30 - 44,7,Somewhat familiar
6136,Male,Prefer not to answer,Pacific,18 - 29,7,Very familiar
6137,Male,"$50,000 to $74,999",West South Central,45 - 59,7,Somewhat familiar
6138,Male,"$200,000 and up",Pacific,45 - 59,7,Somewhat familiar
6139,Male,Prefer not to answer,Pacific,18 - 29,7,Very familiar
6140,Male,Prefer not to answer,Pacific,18 - 29,7,Very familiar
6141,Male,"$100,000 to $124,999",Pacific,45 - 59,7,Not at all familiar
6142,Male,Prefer not to answer,Pacific,18 - 29,7,Very familiar
6143,Male,"$125,000 to $149,999",Pacific,45 - 59,7,Not so familiar
6144,Male,"$25,000 to $49,999",Pacific,30 - 44,7,Not so familiar
6145,Male,Prefer not to answer,Pacific,18 - 29,7,Very familiar
6146,Male,"$75,000 to $99,999",Pacific,45 - 59,7,Very familiar
6147,Male,Prefer not to answer,Pacific,18 - 29,7,Not at all familiar
6148,Male,Prefer not to answer,Pacific,18 - 29,7,Somewhat familiar
6149,Male,Prefer not to answer,Pacific,18 - 29,7,Not at all familiar
6150,Male,"$25,000 to $49,999",Pacific,18 - 29,7,Not at all familiar
6151,Male,"$25,000 to $49,999",Pacific,18 - 29,7,Extremely familiar
6152,Male,Prefer not to answer,Pacific,30 - 44,7,Not at all familiar
6153,Male,Prefer not to answer,Pacific,45 - 59,7,Very familiar
6154,Male,"$50,000 to $74,999",South Atlantic,45 - 59,7,Somewhat familiar
6155,Male,"$10,000 to $24,999",Pacific,30 - 44,7,Not at all familiar
6156,Male,"$0 to $9,999",West North Central,18 - 29,7,Very familiar
6157,Male,"$0 to $9,999",West North Central,18 - 29,7,Somewhat familiar
6158,Male,"$25,000 to $49,999",West North Central,30 - 44,7,Somewhat familiar
6159,Male,"$10,000 to $24,999",East South Central,30 - 44,7,Somewhat familiar
6160,Male,"$100,000 to $124,999",Pacific,18 - 29,7,Extremely familiar
6161,Male,Prefer not to answer,Pacific,45 - 59,7,Somewhat familiar
6162,Male,"$10,000 to $24,999",Middle Atlantic,30 - 44,7,Extremely familiar
6163,Male,"$200,000 and up",Pacific,45 - 59,7,Somewhat familiar
6164,Male,"$50,000 to $74,999",Pacific,30 - 44,7,Somewhat familiar
6165,Male,"$0 to $9,999",,18 - 29,7,Not at all familiar
6166,Male,Prefer not to answer,West South Central,30 - 44,7,Extremely familiar
6167,Male,Prefer not to answer,South Atlantic,45 - 59,7,Not so familiar
6168,Male,"$10,000 to $24,999",,18 - 29,7,Somewhat familiar
6169,Male,"$200,000 and up",Pacific,30 - 44,7,Very familiar
6170,Male,"$125,000 to $149,999",Middle Atlantic,45 - 59,7,Very familiar
6171,Male,Prefer not to answer,East North Central,45 - 59,7,Extremely familiar
6172,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,7,Very familiar
6173,Male,Prefer not to answer,Pacific,18 - 29,7,Not at all familiar
6174,Male,Prefer not to answer,Pacific,18 - 29,7,Not at all familiar
6175,Male,Prefer not to answer,South Atlantic,45 - 59,7,Somewhat familiar
6176,Male,Prefer not to answer,Pacific,18 - 29,7,Not at all familiar
6177,Male,"$0 to $9,999",Pacific,30 - 44,7,Somewhat familiar
6178,Male,"$10,000 to $24,999",South Atlantic,30 - 44,7,Not at all familiar
6179,Male,"$0 to $9,999",East North Central,30 - 44,7,Not so familiar
6180,Male,"$100,000 to $124,999",West South Central,45 - 59,7,Somewhat familiar
6181,Male,"$25,000 to $49,999",East South Central,18 - 29,7,Somewhat familiar
6182,Male,"$25,000 to $49,999",Mountain,30 - 44,7,Somewhat familiar
6183,Male,"$50,000 to $74,999",West North Central,45 - 59,7,Not at all familiar
6184,Male,Prefer not to answer,Middle Atlantic,45 - 59,7,Not at all familiar
6185,Male,"$10,000 to $24,999",South Atlantic,30 - 44,7,Not at all familiar
6186,Male,"$10,000 to $24,999",Middle Atlantic,30 - 44,7,Very familiar
6187,Male,"$75,000 to $99,999",West South Central,30 - 44,7,Somewhat familiar
6188,Male,"$100,000 to $124,999",South Atlantic,45 - 59,7,Somewhat familiar
6189,Male,"$75,000 to $99,999",East North Central,30 - 44,7,Not so familiar
6190,Male,"$25,000 to $49,999",East South Central,45 - 59,7,Extremely familiar
6191,Male,"$10,000 to $24,999",East North Central,45 - 59,7,Very familiar
6192,Male,"$50,000 to $74,999",Pacific,45 - 59,7,Somewhat familiar
6193,Male,"$150,000 to $174,999",Pacific,45 - 59,7,Somewhat familiar
6194,Male,"$50,000 to $74,999",West North Central,18 - 29,7,Not so familiar
6195,Male,"$75,000 to $99,999",Mountain,60,7,Not at all familiar
6196,Male,"$25,000 to $49,999",South Atlantic,30 - 44,7,Not so familiar
6197,Male,Prefer not to answer,Middle Atlantic,18 - 29,7,Not at all familiar
6198,Male,Prefer not to answer,East North Central,30 - 44,7,Very familiar
6199,Male,"$50,000 to $74,999",East South Central,30 - 44,7,Somewhat familiar
6200,Male,"$200,000 and up",Pacific,45 - 59,7,Not at all familiar
6201,Male,"$125,000 to $149,999",West South Central,60,7,Somewhat familiar
6202,Male,"$25,000 to $49,999",Pacific,60,7,Very familiar
6203,Male,"$75,000 to $99,999",Pacific,30 - 44,7,Extremely familiar
6204,Male,"$50,000 to $74,999",Mountain,18 - 29,7,Somewhat familiar
6205,Male,"$100,000 to $124,999",East North Central,30 - 44,7,Somewhat familiar
6206,Male,"$50,000 to $74,999",West South Central,30 - 44,7,Very familiar
6207,Male,"$50,000 to $74,999",East North Central,30 - 44,7,Very familiar
6208,Male,"$0 to $9,999",South Atlantic,18 - 29,7,Not so familiar
6209,Male,"$0 to $9,999",South Atlantic,30 - 44,7,Not so familiar
6210,Male,Prefer not to answer,West South Central,18 - 29,7,Somewhat familiar
6211,Male,"$0 to $9,999",Mountain,60,7,Not at all familiar
6212,Male,"$25,000 to $49,999",Pacific,60,7,Very familiar
6213,Male,"$25,000 to $49,999",Middle Atlantic,18 - 29,7,Very familiar
6214,Male,"$50,000 to $74,999",Mountain,60,7,Not at all familiar
6215,Male,"$25,000 to $49,999",Mountain,30 - 44,7,Extremely familiar
6216,Male,"$75,000 to $99,999",Mountain,60,7,Not so familiar
6217,Male,"$50,000 to $74,999",West North Central,60,7,Very familiar
6218,Male,"$0 to $9,999",West South Central,18 - 29,7,Not at all familiar
6219,Male,"$75,000 to $99,999",Pacific,60,7,Not at all familiar
6220,Male,"$75,000 to $99,999",,18 - 29,7,Somewhat familiar
6221,Male,"$75,000 to $99,999",West North Central,45 - 59,7,Extremely familiar
6222,Male,"$50,000 to $74,999",,30 - 44,7,Not at all familiar
6223,Male,"$75,000 to $99,999",Middle Atlantic,30 - 44,7,Not at all familiar
6224,Male,"$100,000 to $124,999",Pacific,60,7,Very familiar
6225,Male,"$75,000 to $99,999",West North Central,45 - 59,7,Not so familiar
6226,Male,"$200,000 and up",Mountain,60,7,Extremely familiar
6227,Male,"$25,000 to $49,999",South Atlantic,45 - 59,7,Not at all familiar
6228,Male,"$200,000 and up",East South Central,45 - 59,7,Very familiar
6229,,,,,7,
6230,Male,"$0 to $9,999",Middle Atlantic,30 - 44,7,Extremely familiar
6231,Male,Prefer not to answer,Middle Atlantic,30 - 44,7,Very familiar
6232,Male,"$200,000 and up",East North Central,60,7,Somewhat familiar
6233,Male,"$50,000 to $74,999",Pacific,30 - 44,7,Somewhat familiar
6234,Male,Prefer not to answer,Mountain,60,7,Not so familiar
6235,Male,"$125,000 to $149,999",Pacific,45 - 59,7,Very familiar
6236,Male,"$10,000 to $24,999",East North Central,60,7,Somewhat familiar
6237,Male,"$10,000 to $24,999",West South Central,18 - 29,7,Extremely familiar
6238,Male,"$50,000 to $74,999",Pacific,30 - 44,7,Very familiar
6239,Male,"$75,000 to $99,999",South Atlantic,45 - 59,7,Not so familiar
6240,,,,,7,
6241,Male,"$75,000 to $99,999",West South Central,45 - 59,7,Not so familiar
6242,Male,"$50,000 to $74,999",Pacific,18 - 29,7,Not at all familiar
6243,Male,"$75,000 to $99,999",South Atlantic,18 - 29,7,Extremely familiar
6244,Male,"$75,000 to $99,999",Mountain,45 - 59,7,Somewhat familiar
6245,Male,Prefer not to answer,Middle Atlantic,18 - 29,7,Not at all familiar
6246,Male,"$125,000 to $149,999",West South Central,45 - 59,7,Not at all familiar
6247,Male,Prefer not to answer,Middle Atlantic,18 - 29,7,Extremely familiar
6248,Male,"$0 to $9,999",West South Central,18 - 29,7,Extremely familiar
6249,Male,Prefer not to answer,Pacific,30 - 44,7,Not so familiar
6250,Male,"$200,000 and up",Middle Atlantic,45 - 59,7,Not so familiar
6251,Male,"$75,000 to $99,999",Pacific,60,7,Somewhat familiar
6252,Male,"$10,000 to $24,999",West South Central,45 - 59,7,Not so familiar
6253,Male,Prefer not to answer,New England,30 - 44,7,Not so familiar
6254,Male,"$10,000 to $24,999",,30 - 44,7,Not so familiar
6255,Male,Prefer not to answer,Pacific,18 - 29,7,Not at all familiar
6256,Male,"$50,000 to $74,999",South Atlantic,45 - 59,7,Somewhat familiar
6257,Male,Prefer not to answer,Mountain,60,7,Extremely familiar
6258,Male,"$125,000 to $149,999",West North Central,60,7,Extremely familiar
6259,Male,"$125,000 to $149,999",South Atlantic,30 - 44,7,Not so familiar
6260,Male,Prefer not to answer,,30 - 44,7,Not at all familiar
6261,Male,Prefer not to answer,,18 - 29,7,Somewhat familiar
6262,Male,"$75,000 to $99,999",Pacific,30 - 44,7,Not so familiar
6263,Male,"$50,000 to $74,999",East South Central,60,7,Not so familiar
6264,Male,"$50,000 to $74,999",Middle Atlantic,45 - 59,7,Not at all familiar
6265,Male,"$50,000 to $74,999",South Atlantic,60,7,Not at all familiar
6266,Male,"$200,000 and up",Pacific,30 - 44,7,Very familiar
6267,Male,Prefer not to answer,West South Central,60,7,Not so familiar
6268,Male,"$50,000 to $74,999",East North Central,30 - 44,7,Not at all familiar
6269,Male,"$75,000 to $99,999",Middle Atlantic,60,7,Not so familiar
6270,Male,Prefer not to answer,Middle Atlantic,30 - 44,7,Somewhat familiar
6271,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,7,Extremely familiar
6272,Female,"$125,000 to $149,999",Middle Atlantic,60,7,Not so familiar
6273,Male,"$75,000 to $99,999",New England,30 - 44,7,Very familiar
6274,Male,"$200,000 and up",East North Central,30 - 44,7,Somewhat familiar
6275,Female,Prefer not to answer,South Atlantic,60,7,Not so familiar
6276,Male,Prefer not to answer,West North Central,18 - 29,7,Somewhat familiar
6277,Male,"$0 to $9,999",East North Central,30 - 44,7,Very familiar
6278,Female,"$10,000 to $24,999",East North Central,60,7,Not at all familiar
6279,Female,"$75,000 to $99,999",Mountain,60,7,Somewhat familiar
6280,Male,"$125,000 to $149,999",South Atlantic,45 - 59,7,Very familiar
6281,Male,"$25,000 to $49,999",South Atlantic,60,7,Not so familiar
6282,Male,"$50,000 to $74,999",Mountain,45 - 59,7,Somewhat familiar
6283,Male,"$125,000 to $149,999",Middle Atlantic,60,7,Very familiar
6284,Male,"$75,000 to $99,999",South Atlantic,30 - 44,7,Not so familiar
6285,Male,"$175,000 to $199,999",West South Central,30 - 44,7,Not so familiar
6286,Male,"$100,000 to $124,999",Pacific,45 - 59,7,Very familiar
6287,Female,"$150,000 to $174,999",Pacific,60,7,Very familiar
6288,Male,"$150,000 to $174,999",Middle Atlantic,30 - 44,7,Not at all familiar
6289,Male,"$25,000 to $49,999",West South Central,45 - 59,7,Extremely familiar
6290,Female,Prefer not to answer,Pacific,18 - 29,7,Very familiar
6291,Female,"$25,000 to $49,999",Mountain,18 - 29,7,Somewhat familiar
6292,Female,"$25,000 to $49,999",East North Central,18 - 29,7,Somewhat familiar
6293,Male,"$25,000 to $49,999",South Atlantic,30 - 44,7,Somewhat familiar
6294,Male,"$25,000 to $49,999",East South Central,30 - 44,7,Extremely familiar
6295,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,7,Very familiar
6296,Female,"$50,000 to $74,999",Pacific,60,7,Not at all familiar
6297,Female,"$10,000 to $24,999",Pacific,18 - 29,7,Not so familiar
6298,Female,"$0 to $9,999",West South Central,18 - 29,7,Not at all familiar
6299,Male,"$25,000 to $49,999",East North Central,60,7,Not at all familiar
6300,Female,"$25,000 to $49,999",West North Central,60,7,Somewhat familiar
6301,Female,"$25,000 to $49,999",Pacific,18 - 29,7,Somewhat familiar
6302,Female,"$50,000 to $74,999",East South Central,60,7,Not at all familiar
6303,Male,"$50,000 to $74,999",East North Central,60,7,Somewhat familiar
6304,Male,"$25,000 to $49,999",South Atlantic,45 - 59,7,Somewhat familiar
6305,Female,Prefer not to answer,West North Central,60,7,Not at all familiar
6306,Female,"$25,000 to $49,999",Middle Atlantic,18 - 29,7,Extremely familiar
6307,Male,"$75,000 to $99,999",West South Central,45 - 59,7,Not at all familiar
6308,Female,"$25,000 to $49,999",South Atlantic,60,7,Not so familiar
6309,Female,Prefer not to answer,Pacific,18 - 29,7,Somewhat familiar
6310,Female,"$125,000 to $149,999",East South Central,60,7,Somewhat familiar
6311,Male,"$175,000 to $199,999",East North Central,45 - 59,7,Somewhat familiar
6312,Male,"$125,000 to $149,999",Mountain,60,7,Somewhat familiar
6313,Male,"$25,000 to $49,999",New England,30 - 44,7,Very familiar
6314,Female,"$0 to $9,999",,18 - 29,7,Not at all familiar
